	MT	2	0	0.5	53
	MT	7	0	1.0	53
	MT	8	0	1.0	53
	MT	9	0	1.0	53
	MT	12	0	0.5	53
	MT	14	0	4.0	53
	MT	17	0	0.5	53
	MT	22	0	1.5	53
	MT	26	0	0.5	53
	MT	28	0	1.0	53
	MT	36	0	1.0	53
	MT	39	0	0.5	53
	MT	41	0	1.0	52
	MT	43	0	1.5	50
	MT	44	0	1.0	53
	MT	46	0	1.0	53
	MT	47	0	0.5	53
	MT	49	0	0.5	53
	MT	52	0	3.0	53
	MT	55	0	0.5	53
	MT	56	0	1.0	52
	MT	61	0	2.5	53
	MT	68	0	2.0	53
	MT	70	0	1.0	53
	MT	72	0	2.5	51
	MT	74	0	0.5	52
	MT	76	0	0.5	53
	MT	80	0	1.0	53
	MT	85	0	1.5	52
	MT	89	0	0.5	53
	MT	95	0	0.5	53
	MT	96	0	2.5	52
	MT	97	1	1.0	53
	MT	106	0	0.5	53
	MT	110	0	1.0	53
	MT	111	0	0.5	53
	MT	111	1	0.5	52
	MT	113	0	1.0	52
	MT	117	1	1.0	52
	MT	121	0	0.5	53
	MT	123	0	1.0	52
	MT	126	0	0.5	52
	MT	130	1	0.5	53
	MT	132	0	0.5	51
	MT	132	1	0.5	53
	MT	133	0	1.0	53
	MT	136	0	0.5	52
	MT	136	1	1.0	53
	MT	137	0	0.5	51
	MT	138	0	2.0	53
	MT	139	1	0.5	53
	MT	140	1	1.0	52
	MT	141	0	1.0	52
	MT	143	0	0.5	53
	MT	146	1	1.0	53
	MT	148	0	0.5	52
	MT	149	1	2.0	53
	MT	150	1	1.0	51
	MT	151	1	1.0	52
	MT	152	1	1.0	53
	MT	154	1	0.5	53
	MT	157	1	1.0	53
	MT	158	1	1.0	53
	MT	169	1	1.0	52
	MT	172	1	0.5	53
	MT	176	1	1.0	53
	MT	179	1	0.5	50
	MT	181	1	0.5	52
	MT	182	1	1.0	53
	MT	184	1	3.0	51
	MT	189	1	1.5	53
	MT	190	1	0.5	52
	MT	196	0	0.5	52
	MT	199	0	2.0	53
	MT	200	1	0.5	53
	MT	201	0	0.5	53
	MT	206	0	0.5	53
	MT	210	0	0.5	53
	MT	211	0	1.5	53
	MT	212	0	1.0	53
	MT	214	0	2.0	53
	MT	215	0	2.5	53
	MT	218	0	1.0	52
	MT	220	0	0.5	52
	MT	224	0	2.0	50
	MT	241	0	0.5	53
	MT	244	0	2.0	53
	MT	249	1	2.5	53
	MT	250	0	0.5	51
	MT	250	0	0.5	52
	MT	250	1	1.0	51
	MT	256	0	0.5	53
	MT	260	1	2.5	52
	MT	269	1	0.5	52
	MT	272	1	0.5	52
	MT	274	1	0.5	51
	MT	275	1	0.5	52
	MT	277	1	2.0	53
	MT	278	1	0.5	52
	MT	284	1	0.5	53
	MT	285	1	1.5	52
	MT	288	1	1.0	52
	MT	289	1	1.0	53
	MT	292	1	1.5	53
	MT	295	1	1.5	53
	MT	296	1	0.5	53
	MT	298	1	0.5	52
	MT	299	1	1.0	53
	MT	300	1	2.0	53
	MT	302	1	0.5	52
	MT	303	1	2.0	53
	MT	307	1	0.5	53
	MT	309	1	0.5	53
	MT	312	0	0.5	52
