	Y	2673979	0	0.5	53
	Y	2673996	0	0.5	52
	Y	2674187	1	0.5	53
	Y	2674203	1	0.5	51
	Y	2677824	0	0.5	52
	Y	2677886	1	0.5	53
	Y	2678716	0	0.5	53
	Y	2678889	1	0.5	53
	Y	2698241	0	0.5	53
	Y	2698372	1	0.5	53
	Y	2754193	0	0.5	53
	Y	2754249	1	0.5	53
	Y	2785853	0	0.5	52
	Y	2785999	1	0.5	52
	Y	2786597	0	0.5	53
	Y	2786762	1	0.5	52
	Y	2787183	0	0.5	53
	Y	2787292	0	0.5	53
	Y	2787314	0	0.5	53
	Y	2787367	1	0.5	52
	Y	2787434	1	0.5	53
	Y	2787507	1	0.5	53
	Y	2788849	0	0.5	51
	Y	2788932	1	0.5	53
	Y	2792130	0	0.5	53
	Y	2792360	1	0.5	53
	Y	2865898	0	0.5	53
	Y	2866123	1	0.5	52
	Y	2866411	0	0.5	52
	Y	2866513	0	0.5	53
	Y	2866613	1	0.5	53
	Y	2866630	1	0.5	53
	Y	2866688	0	1.5	53
	Y	2866785	0	1.0	53
	Y	2866877	1	1.5	53
	Y	2866979	1	1.0	53
	Y	2896193	0	0.5	52
	Y	2896432	1	0.5	53
	Y	2896457	0	0.5	53
	Y	2896617	1	0.5	53
	Y	2896763	0	0.5	53
	Y	2896826	0	0.5	53
	Y	2896955	1	0.5	53
	Y	2896956	1	0.5	53
	Y	2898134	0	1.0	53
	Y	2898382	1	1.0	53
	Y	2899013	0	0.5	53
	Y	2899086	0	0.5	53
	Y	2899105	1	0.5	52
	Y	2899335	1	0.5	52
	Y	2900436	0	0.5	53
	Y	2900670	1	0.5	52
	Y	2918212	0	0.5	53
	Y	2918360	1	0.5	52
	Y	2919209	0	2.0	53
	Y	2919376	1	2.0	53
	Y	2922807	0	0.5	53
	Y	2923009	1	0.5	53
	Y	2925751	0	1.0	53
	Y	2925956	1	1.0	53
	Y	2929714	0	0.5	53
	Y	2929857	1	0.5	53
	Y	2934154	0	0.5	53
	Y	2934388	1	0.5	53
	Y	2934493	0	1.0	53
	Y	2934651	1	1.0	53
	Y	2937539	0	0.5	52
	Y	2937740	1	0.5	52
	Y	2939285	0	0.5	53
	Y	2939424	1	0.5	51
	Y	2939676	0	0.5	52
	Y	2939883	1	0.5	50
	Y	2941194	0	0.5	53
	Y	2941288	1	0.5	53
	Y	2942944	0	1.0	53
	Y	2943193	1	1.0	50
	Y	2946539	0	0.5	53
	Y	2946682	1	0.5	53
	Y	2948513	0	0.5	53
	Y	2948736	1	0.5	53
	Y	2953682	0	0.5	53
	Y	2953913	1	0.5	51
	Y	2954970	0	0.5	53
	Y	2955035	0	0.5	52
	Y	2955182	1	0.5	51
	Y	2955246	1	0.5	51
	Y	2958657	0	0.5	53
	Y	2958815	1	0.5	53
	Y	2964685	0	0.5	52
	Y	2964885	1	0.5	53
	Y	2966412	0	0.5	52
	Y	2966609	1	0.5	53
	Y	2967617	0	0.5	52
	Y	2967802	1	0.5	53
	Y	2990315	0	0.5	53
	Y	2990522	1	0.5	53
	Y	2991287	0	0.5	52
	Y	2991480	1	0.5	52
	Y	2991487	0	0.5	53
	Y	2991659	1	0.5	52
	Y	2992638	0	0.5	53
	Y	2992887	1	0.5	53
	Y	2995384	0	1.0	52
	Y	2995617	1	1.0	53
	Y	2998911	0	1.0	53
	Y	2999125	1	1.0	53
	Y	2999694	0	1.0	53
	Y	2999831	1	1.0	53
	Y	3004030	0	1.0	53
	Y	3004256	1	1.0	53
	Y	3007239	0	0.5	53
	Y	3007477	1	0.5	52
	Y	3008076	0	1.0	53
	Y	3008269	1	1.0	52
	Y	3008817	0	0.5	53
	Y	3009033	1	0.5	53
	Y	3009766	0	0.5	53
	Y	3010001	1	0.5	52
	Y	3016845	0	1.0	51
	Y	3016982	1	1.0	53
	Y	3021830	0	0.5	53
	Y	3022011	1	0.5	53
	Y	3022745	0	0.5	52
	Y	3022936	1	0.5	53
	Y	3024837	0	0.5	53
	Y	3024954	0	0.5	53
	Y	3024957	1	0.5	53
	Y	3025171	1	0.5	53
	Y	3029179	0	1.5	52
	Y	3029352	1	1.5	51
	Y	3038857	0	1.0	53
	Y	3038992	1	1.0	52
	Y	3041033	0	0.5	53
	Y	3041253	1	0.5	53
	Y	3042909	0	0.5	53
	Y	3043027	1	0.5	52
	Y	3044079	0	0.5	52
	Y	3044181	1	0.5	52
	Y	3045349	0	0.5	53
	Y	3045572	1	0.5	53
	Y	3053922	0	0.5	53
	Y	3054117	1	0.5	52
	Y	3056208	0	0.5	53
	Y	3056364	1	0.5	53
	Y	3056384	0	0.5	50
	Y	3056623	1	0.5	52
	Y	3057492	0	0.5	53
	Y	3057735	1	0.5	52
	Y	3061123	0	1.0	53
	Y	3061312	1	1.0	53
	Y	3070100	0	1.5	53
	Y	3070104	0	1.0	52
	Y	3070250	1	1.5	53
	Y	3070301	1	1.0	50
	Y	3072965	0	1.0	52
	Y	3073141	1	1.0	51
	Y	3074813	0	0.5	52
	Y	3074993	1	0.5	52
	Y	3076155	0	2.0	53
	Y	3076269	1	2.0	53
	Y	3077223	0	0.5	53
	Y	3077393	1	0.5	52
	Y	3078176	0	1.0	53
	Y	3078389	1	1.0	53
	Y	3082964	0	0.5	53
	Y	3083157	1	0.5	51
	Y	3085991	0	0.5	53
	Y	3086092	1	0.5	53
	Y	3087011	0	0.5	53
	Y	3087259	1	0.5	52
	Y	3087439	0	0.5	53
	Y	3087642	1	0.5	53
	Y	3088267	0	0.5	52
	Y	3088501	1	0.5	53
	Y	3089859	0	0.5	53
	Y	3089896	0	0.5	53
	Y	3090023	1	0.5	52
	Y	3090063	1	0.5	52
	Y	3092918	0	0.5	53
	Y	3093167	1	0.5	53
	Y	3097750	0	1.5	53
	Y	3097815	0	1.0	52
	Y	3097953	1	1.5	53
	Y	3097982	1	1.0	53
	Y	3102608	0	0.5	53
	Y	3102754	1	0.5	52
	Y	3111429	0	0.5	53
	Y	3111636	1	0.5	53
	Y	3123484	0	1.0	53
	Y	3123697	1	1.0	52
	Y	3124594	0	0.5	53
	Y	3124783	1	0.5	52
	Y	3124944	0	1.5	53
	Y	3125163	1	1.5	53
	Y	3131430	0	0.5	53
	Y	3131635	1	0.5	53
	Y	3136912	0	1.0	53
	Y	3137134	1	1.0	53
	Y	3143374	0	1.0	53
	Y	3143567	1	1.0	48
	Y	3145072	0	2.0	53
	Y	3145242	1	2.0	52
	Y	3151630	0	0.5	52
	Y	3151833	1	0.5	53
	Y	3167483	0	1.0	52
	Y	3167680	1	1.0	52
	Y	3170564	0	0.5	53
	Y	3170766	1	0.5	51
	Y	3171098	0	0.5	53
	Y	3171304	1	0.5	53
	Y	3181977	0	0.5	52
	Y	3182145	0	0.5	53
	Y	3182210	1	0.5	53
	Y	3182265	1	0.5	53
	Y	3184005	0	0.5	53
	Y	3184235	1	0.5	52
	Y	3187309	0	0.5	52
	Y	3187426	1	0.5	52
	Y	3188686	0	0.5	52
	Y	3188815	1	0.5	52
	Y	3189373	0	0.5	53
	Y	3189512	1	0.5	52
	Y	3195384	0	1.0	51
	Y	3195498	1	1.0	53
	Y	3195840	0	1.0	53
	Y	3195957	1	1.0	52
	Y	3197155	0	0.5	53
	Y	3197304	1	0.5	53
	Y	3207089	0	0.5	53
	Y	3207302	1	0.5	53
	Y	3220110	0	0.5	53
	Y	3220315	1	0.5	53
	Y	3220626	0	0.5	53
	Y	3220820	1	0.5	52
	Y	3221025	0	0.5	53
	Y	3221240	1	0.5	53
	Y	3221982	0	0.5	53
	Y	3222132	1	0.5	52
	Y	3224055	0	0.5	53
	Y	3224200	1	0.5	52
	Y	3224498	0	0.5	53
	Y	3224692	1	0.5	53
	Y	3225115	0	2.0	53
	Y	3225274	1	2.0	53
	Y	3227382	0	0.5	53
	Y	3227578	1	0.5	53
	Y	3231389	0	0.5	53
	Y	3231618	1	0.5	53
	Y	3231982	0	0.5	53
	Y	3232066	0	0.5	53
	Y	3232079	1	0.5	53
	Y	3232311	1	0.5	53
	Y	3235753	0	0.5	52
	Y	3235928	1	0.5	52
	Y	3236514	0	1.5	53
	Y	3236664	1	1.5	52
	Y	3237591	0	1.0	53
	Y	3237785	1	1.0	53
	Y	3239598	0	1.5	53
	Y	3239833	1	1.5	53
	Y	3240468	0	0.5	53
	Y	3240645	1	0.5	53
	Y	3241102	0	0.5	52
	Y	3241313	1	0.5	53
	Y	3241422	0	0.5	53
	Y	3241662	1	0.5	52
	Y	3242117	0	0.5	53
	Y	3242365	1	0.5	52
	Y	3245861	0	0.5	51
	Y	3246013	1	0.5	52
	Y	3246617	0	1.5	52
	Y	3246757	1	1.5	53
	Y	3249606	0	1.0	53
	Y	3249800	1	1.0	52
	Y	3253595	0	0.5	53
	Y	3253694	1	0.5	51
	Y	3255974	0	0.5	52
	Y	3256201	1	0.5	52
	Y	3259131	0	0.5	53
	Y	3259350	1	0.5	53
	Y	3263365	0	0.5	53
	Y	3263593	1	0.5	52
	Y	3265440	0	1.5	53
	Y	3265640	1	1.5	53
	Y	3266383	0	0.5	53
	Y	3266584	1	0.5	53
	Y	3268753	0	0.5	51
	Y	3268927	1	0.5	53
	Y	3270951	0	0.5	53
